1.TRANSGAZ	78. Punere in sig.cond.Dn400_Dn500 Platou CIOC Filipesti-Razvad GHIRDOVENI depunere 16.01.2023
1.TRANSGAZ	80. Punere in sig.Dn500 GOLESTI Valcea ADV1337933 depunere 31.01.2023
1.TRANSGAZ	81. Punere in sig.Dn300 STEJARI Gorj 02.02.2023 ADV1337931 depunere 02.02.2023
1.TRANSGAZ	82. Punere in sigDn500 STEJARI Gorj ADV1337936 depunere 07.02.2023
1.TRANSGAZ	83. Punere in sig. trav.aeriana Dn200 Fantanele CHIBED depunere 17.01.2023
1.TRANSGAZ	84. Punere in sig.cond.Dn400_500 Filipesti-Razvad-MORENI depunere 03.02.2023
1.TRANSGAZ	88. Punere in sig. Dn500 Racord SRM BRASOV II depunere 22.03.2023
1.TRANSGAZ	90. Punere in sig.cond.Dn500 TURCINESTI_ISALNITA jud.Dolj zona ALMAJ depunere 13.04.2023
1.TRANSGAZ	93. Inloc.subtrav.Dn700 INEL BUCURESTI 10.05.2023
1.TRANSGAZ	97. Deviere  cond.Dn800 Onesti Dn500 CAIUTI Adjud loc. depunere 20.06.2023
1.TRANSGAZ	actualizare Contracte conf.OUG 97
1.TRANSGAZ	FORAJE
1.TRANSGAZ	lucrari VECHI_licitatii
1.TRANSGAZ	Racordare SRM Craiova_Podari termen depunere 27.06.2025
1.TRANSGAZ	Rest de decontat la 15.11.2023
1.TRANSGAZ	Rest de executata Transgaz 25.02.2019
2.DISTRIBUTIE GAZE	1 SORCHIV_CONTESTI Tert subcontractant Gazpet depunere 10.10.2023
2.DISTRIBUTIE GAZE	16  Habau  Distributie gaze BRETEA ROMANA
2.DISTRIBUTIE GAZE	2 HABAU_CJ PRAHOVA Asociat Gazpet depunere 14.02.2024
2.DISTRIBUTIE GAZE	21.Proiectare si executie com.FINTA jud.Dambovita depunere 13.11.2024
2.DISTRIBUTIE GAZE	25.ADI Ialomita_Gazpet subcontractant ptr. Habau termen depunere 17.02.2025
2.DISTRIBUTIE GAZE	26. Pr.si ex. Lider Habau Valea Mislei jud. PRAHOVA termen depunere 08.07.2025
2.DISTRIBUTIE GAZE	27. NU.Pr.si executie infiintare sistem distributie gaze com.BUDILA,Brasov termen 15.07.2025
2.DISTRIBUTIE GAZE	28. NU.Pr si executie  infiintare sistem distributie gaze Hunedoara_Arad termen 22.08.2025
2.DISTRIBUTIE GAZE	29.Pr.si ex. Dezvoltarea  retelei inteligente de g.n. Iin satele apartinatoare Or. Jibou Rona, Husia si Ciceu, jud Salaj
2.DISTRIBUTIE GAZE	3 EUROPAN PROD Valea GEMĂRTĂLUIULUI distributie gaze jud. Olt
2.DISTRIBUTIE GAZE	30.NU.Modernizare si extindere retea distributie g.n. satul Harsa, comuna Plopu, jud. Prahova depunere 3.12.2025
2.DISTRIBUTIE GAZE	31.NU.Retea distrib.gaze com.Fantanele CONSTANTA termen depunere 09.01.2026
2.DISTRIBUTIE GAZE	32.NU.Extindere sistem inteligent de distributie gn com.LUMINA, Constanta Faza 1
2.DISTRIBUTIE GAZE	33.NU.Extindere retea distrib.gaze com.GALGAU jud.SALAJ termen depunere 22.01.2026
2.DISTRIBUTIE GAZE	34.NU.Distributie gaze com.SINESTI jud. Ialomita termen depunere 22.01.2026
2.DISTRIBUTIE GAZE	35.NU.Distributie gaze com.GHERCESTI jud. Dolj termen depunere 08.01.2026
2.DISTRIBUTIE GAZE	36.NU.Distributie gaze com.CERNATESTI jud.Buzau termen depunere 02.02.2026
2.DISTRIBUTIE GAZE	37.NU Distributie gaze GLODEANU SARAT jud. Buzau termen depunere 02.02.2026 suspendata
2.DISTRIBUTIE GAZE	38.CN1088848 Distributie gaze BECENI jud.Buzau termen depunere 02.02.2026
2.DISTRIBUTIE GAZE	39.NU_SCN1172058 Distributie gaze VIISOARA jud. Bacau termen depunere 16.02.2026
2.DISTRIBUTIE GAZE	4 IMPA Pr_Ex, Pod ce face legatura Com.Iedera, jud.Dambovita SUBCONTRACTANT Gazpet
2.DISTRIBUTIE GAZE	40.Distributie gaze com.HOGHILAG_Sibiu termen depunere 27.02.2026
2.DISTRIBUTIE GAZE	41.NU.Proiectare si exec.Infiintare retea distrib.gn com. SMARDAN, jud Galati termen depunere 01.04.2026
2.DISTRIBUTIE GAZE	42.NU Pr.asist.tehnica si exec.Infiintare retea gn com.GAISENI, jud Giurgiu termen depunere 12.03.2026
2.DISTRIBUTIE GAZE	43.NU Infiintare sistem de distributie a gazelor nat, com.Sutesti, jud Valcea termen depunere 17.03.2026
2.DISTRIBUTIE GAZE	44.NU Infiintare sistem distribuitie gaze com ROSIA_Sibiu termen depunere 20.03.2026
2.DISTRIBUTIE GAZE	45.NU Extindere retea gaze Loc. PETRILA, jud. Hunedoara termen depunere 25.03.2026
2.DISTRIBUTIE GAZE	46.Proiectare și exec lucrări .Infiintare retea gn com JOSENI, jud. Harghita termen depunere 17.03.2026
2.DISTRIBUTIE GAZE	47.NU.Extind.distributie gaze com.DUMBRAVA_Prahova termen depunere 01.04.2026
2.DISTRIBUTIE GAZE	48.Executie distrib.gaze com.CAZASU jud.Braila termen depunere 06.04.2026
2.DISTRIBUTIE GAZE	49.SORCHIV Lider_Pr.si exec.Distrib.gaze com SMARDAN Galati termen depunere 01.04.2026
2.DISTRIBUTIE GAZE	50. NU Proiectare si exec. distributie gaze com ISACCEA, Jud.Tulcea termen depunere 16.04.2026
2.DISTRIBUTIE GAZE	51.NU Infiintare sistem de distributie a gazelor nat, com.SUTESTI, jud Valcea termen depunere 14.04.2026 (1)
2.DISTRIBUTIE GAZE	52. Executie Distributie gaze com CRISTIAN, jud. Brasov termen depunere 18.05.2026
2.DISTRIBUTIE GAZE	54.Exec.distributie gaze MOTRU jud.Gorj termen depunere 22.06.2026 (1)
2.DISTRIBUTIE GAZE	55.Pr.si Exec.distributie gaze com.TRAIAN jud. BRAILA termen depunere 20.07.2026
2.DISTRIBUTIE GAZE	56.NU Infiintare sistem distribuitie gaze naturale in com. Rusetu Buzau
2.DISTRIBUTIE GAZE	57.Infiintare retea inteligenta de distributie g.n. in  UAT BOTENI, UAT HARTIESTI, UAT VULTURENI SI UAT DAVIDESTI
2.DISTRIBUTIE GAZE	58.Distrib gn in com MANASTIREA, JUD CALARASI termen dep 24.09.2026
2.DISTRIBUTIE GAZE	59.NU Achizitie servicii elaborare documentatie tehnico-economica POTLOGI, jud. DAMBOVITA
2.DISTRIBUTIE GAZE	60.Extindere retea gaze nat in orasul  Racari JUD. DAMBOVITA termen dep.25.09.2026
2.DISTRIBUTIE GAZE	licitatii vechi si neparticipare
2.DISTRIBUTIE GAZE	preturi de la diversi executanti
3.ROMGAZ	_FIXTURE ERP 2 - licitatii test 27.08.2026
3.ROMGAZ	1.sonda 21 si 32 caragele-173530
3.ROMGAZ	10.Sonda 43 Caragele
3.ROMGAZ	11. Statie comprimare Sarmasel Pr. si exec. 12.06.2020
3.ROMGAZ	12. Grup sonde Merii 08.11.2021
3.ROMGAZ	13. Sondele 2,3,4,5 SALCII 12.01.2021
3.ROMGAZ	14. ANULATA Reparatii cond. Secuieni si Roman 2 loturi 04.04.2022 ANULATA
3.ROMGAZ	15. Sistem de refulare FILITELNIC 2 loturi 18.04.2022
3.ROMGAZ	16. Reparatii cond. SECUIENI si ROMAN 2 loturi 04.05.2022
3.ROMGAZ	17.Inst.tehnologica Sonda 306 NADES 09.05.2022
3.ROMGAZ	18. Subtraversare rau IALOMITA SP Muntenia 17.05.2022
3.ROMGAZ	19. NU.Refacere subtrav. FRASIN Suceava 12.07.2022
3.ROMGAZ	2.sonda 23 caragele 173516
3.ROMGAZ	20. Inst.tehnologica supraf. Sonda 12 FANTANELE 27.09.2022
3.ROMGAZ	21. Inst.tehnologica supraf. Sonda 101 GRADISTEA 18.10.2022
3.ROMGAZ	22. Colector 20 toli 2 Loturi Nades Tigmandru 18.01.2023
3.ROMGAZ	23. NU.Stabilizare alunecari de teren_Grup 3 PISCU Romgaz Tg.Mures
3.ROMGAZ	24. Colector gaze Damianca-Racord Grup 1 Damianca 10.10.2023
3.ROMGAZ	25. Cresterea capacitatii de  g.n. in Depozit BILCIURESTI 21.03.2024
3.ROMGAZ	26. NU. Sonda 15 BOTENI depunere 02.12.2024
3.ROMGAZ	27.NU. Conducte, echipamente si inst teh sondele 5 Herepea si 6 Herepea depunere 18.11.2024
3.ROMGAZ	28. Conducta colectoare gaze grup 1 Boteni depunere 02.12.2024
3.ROMGAZ	29.NU. Cond.Dn150 Nades termen depunere 28.04.2025
3.ROMGAZ	3.Gr.12 FILITELNIC 400945 23.03.2017
3.ROMGAZ	30.Inst.tehn.de supraf.Sonda 16 MIRONU termen depunere 12.05.2026
3.ROMGAZ	31.Cond. SINCAI_BALDA termen depunere 10.08.2026
3.ROMGAZ	4.GR.1 GLAVANESTI 403149 27.04.2017
3.ROMGAZ	5.grup 3 faurei si sonda 31 caragele
3.ROMGAZ	6.sonda 33 Caragele 177814
3.ROMGAZ	7.Sonda 4 Batranesti 412175  20.09.2017
3.ROMGAZ	8. Sonda 3 BOIAN 419054 18.12.2017
3.ROMGAZ	9.Sonda 11 Caragele CN1002802
3.ROMGAZ	filitelnic
3.ROMGAZ	glavanesti
3.ROMGAZ	nades
3.ROMGAZ	RACORD SU BAND-173574
3.ROMGAZ	Remedieri defecte Romgaz 08.04.2015
3.ROMGAZ	reparatie inel 16 in gr 8 Filitelnic
3.ROMGAZ	romgaz-balda si sanmartin
3.ROMGAZ	romgaz-sonda 26
3.ROMGAZ	sondele 6 si 13 Caragele
4.CONPET	1.Perisoru  Dn 6 si 8 in - 3550 m - 06.03.2017
4.CONPET	10.cocorastii colt
4.CONPET	11. Boldeti-Ploiesti 08.11.2017
4.CONPET	12. Cazaci-Dambovita 04.12.2017
4.CONPET	13. Brezoaiele 04.01.2018
4.CONPET	14. Padure DIA loc. Raca jud. Arges 16.02.2018
4.CONPET	15. Crivat-Catunu 26.02.2018
4.CONPET	16. 2 LOTURI Becsani+Navodari 25.04.2018
4.CONPET	17. 3 LOTURI - Izvoru
4.CONPET	18. Crivat-Catunu 30.05.2018
4.CONPET	19. LOT 1 Lucacesti-Vermesti 17.07.2018
4.CONPET	2.Valea Burzii Dn 10 in - 350 m - 06.03.2017
4.CONPET	20. Potlogi-Gaiseni 09.07.2018
4.CONPET	21. Rau Arges zona Ratesti 25.07.2018
4.CONPET	22. Rau Prahova Stejaru Brazi 25.07.2018
4.CONPET	23. Islaz Negrea-Poiana Lacului Arges 14.08.2018
4.CONPET	24. Scaiosi jud.Valcea 25.10.2018 ANULATA
4.CONPET	25. IZVORU 2 (Gara Vest Ploiesti+St. Izvoru) 03.12.2018
4.CONPET	26. Scaiosi jud. Valcea 04.12.2018 RELUATA
4.CONPET	27. Rafinaria Petrobazi 2 loturi
4.CONPET	28. Gara de godevil Ploiesti Vest 12.03.2019
4.CONPET	29. Baldana, Dambovita 09.05.2019
4.CONPET	3.Crevedia Mare Dn 12 si 14 in - 1100 m -  07.03.2017
4.CONPET	30. Aricesti -Spectrum 25.06.2019
4.CONPET	31. Urziceni-Albesti Paleologu 08.08.2019
4.CONPET	32. Baraganu-Calareti
4.CONPET	33. Raca-Mirosi 14.11.2019
4.CONPET	34. Icoana-Cartojani - Roata 26.06.2020
4.CONPET	35. Cartojani-Ploiesti 20.07.2020
4.CONPET	36. Lucacesti-Moinesti 13.10.2020
4.CONPET	37. Cond. Constanta 2 loturi 06.05.2021
4.CONPET	38. Protej.cond. Triaj Brazi-Ghighiu 20.07.2021
4.CONPET	39. Inloc.cond.Dn250 Independenta Galati 02.08.2021
4.CONPET	4.Ø 4 12 Grindu-Urziceni 18.05.2017
4.CONPET	40. Inloc.cond.Dn200 Ticleni Barbatesti Gorj 02.08.2021
4.CONPET	41. Inloc.cond.Dn500 Baraganu Ialomita 11.08.2021
4.CONPET	42. NU Inloc.cond.20 inch Baraganu Calareti 18000m 07.10.2021
4.CONPET	43. NU Inloc.cond.Dn150_Urziceni Albesti_PAREPA 02.08.2023
4.CONPET	44. NU Inloc.cond.Dn500_8 tronsoane CONSTANTA depunere 24.08.2023
4.CONPET	45. NU Proiectare si executie unitati de pompare in St.Constanta depunere 14.09.2023
4.CONPET	46. NU Inlocuire tr cond țiței Ø6 5 8 Depozit Petrom_URLATI depunere 23.10.2023
4.CONPET	47.Punere in sig.cond.12 si 14 toli Cartojani Ploiesti depunere 09.04.2024
4.CONPET	48.Punere in sig. cond. 10 toliComisani-Bucsani depunere 19.11.2024
4.CONPET	49. NU Inloc.2 tr.cond. 24 toli PETROBRAZI_PIETROSANI termen depunere 14.04.2025
4.CONPET	5. Inloc.cond. GHIMPATI (3 Loturi 08.06.2017)
4.CONPET	50. NU Inloc.cond. Dn300 Mihai Bravu LUKOIL termen de depunere 02.06.2025
4.CONPET	51. Pr.si executie inloc.cond.14 si 28 toli POARTA ALBA _Midia Navodari termen depunere 25.08.2025
4.CONPET	52.Pr.executie BARAGANU_CALARETI termen depunere 10.03.2026
4.CONPET	53.Inloc. cond.titei Icoana-Cartojani termen depunere 04.05.2026
4.CONPET	54.NU.Inloc.4 tronsoane ORLESTI jud. Valcea termen depunere 17.06.2026
4.CONPET	55. Inlocuirea cond. Recea Mislea 6540 m termen depunere 20.08.2026
4.CONPET	6. Valea Draghiei 09.06.2017
4.CONPET	7.Teleajen Punere în siguranta 2 loturi Teleajen şi Orleşti.-19.06.2017
4.CONPET	8. Orlesti punere in sig. cond. 02.08.2017
4.CONPET	9. Cateasca si Verdea 2 loturi 21.08.2017
4.CONPET	batar
4.CONPET	conpet - icoana (pr+exec)
4.CONPET	conpet buciumeni
4.CONPET	conpet lot 1 si lot 2
4.CONPET	conpet-ciresu
4.CONPET	CONPET-FIERBINTI
4.CONPET	conpet-rau vedea
4.CONPET	conpet-sohodol
4.CONPET	conpet-vermesti
4.CONPET	cotmeana-conpet
4.CONPET	Pesceana Livezi - cleionaje - 07.03.2017
4.CONPET	PV receptii Conpet
4.CONPET	selimbar-mohu
4.CONPET	subtraversare Dunare
4.CONPET	valea nemtilor
5.DIFERITI BENEFICIARI	1- HABAU
5.DIFERITI BENEFICIARI	AMBER Forest Garden
5.DIFERITI BENEFICIARI	AMI
5.DIFERITI BENEFICIARI	AQUA PARC Piatra Neamt
5.DIFERITI BENEFICIARI	argenta
5.DIFERITI BENEFICIARI	Astroenergy
5.DIFERITI BENEFICIARI	Atlas Copco
5.DIFERITI BENEFICIARI	Autostrada Ploiesti - Buzau CONI
5.DIFERITI BENEFICIARI	Autostrada Ploiesti - Buzau ECKON
5.DIFERITI BENEFICIARI	AVI PROD distributie gaze
5.DIFERITI BENEFICIARI	BAT Medias
5.DIFERITI BENEFICIARI	BAUPARTNER - LIDL PLOIESTI
5.DIFERITI BENEFICIARI	CALA (Revicond)
5.DIFERITI BENEFICIARI	Carte Tehnica Conpet
5.DIFERITI BENEFICIARI	centura Sighisoara
5.DIFERITI BENEFICIARI	CFI
5.DIFERITI BENEFICIARI	chirulli (master struct initial)
5.DIFERITI BENEFICIARI	CIM 91
5.DIFERITI BENEFICIARI	CIMONTUB
5.DIFERITI BENEFICIARI	CIS GAZ
5.DIFERITI BENEFICIARI	COLEN IMPEX
5.DIFERITI BENEFICIARI	COMES
5.DIFERITI BENEFICIARI	comesad
5.DIFERITI BENEFICIARI	Compania de Apa BRASOV
5.DIFERITI BENEFICIARI	Compania de APA Targoviste Dambovita depunere 15.01.2024
5.DIFERITI BENEFICIARI	comrep
5.DIFERITI BENEFICIARI	Comuna Mischii depunere 13.01.2025
5.DIFERITI BENEFICIARI	confind
5.DIFERITI BENEFICIARI	Consiliul Judetean Dambovita
5.DIFERITI BENEFICIARI	corsem impex
5.DIFERITI BENEFICIARI	DEXTRA
5.DIFERITI BENEFICIARI	ECOM Centrul Logistic
5.DIFERITI BENEFICIARI	ekon
5.DIFERITI BENEFICIARI	elektrainvest
5.DIFERITI BENEFICIARI	Erd Design
5.DIFERITI BENEFICIARI	EUROCOGEN
5.DIFERITI BENEFICIARI	FLOWTWCH
5.DIFERITI BENEFICIARI	Hagag Energy
5.DIFERITI BENEFICIARI	heveco
5.DIFERITI BENEFICIARI	ICA PROBUILT
5.DIFERITI BENEFICIARI	IMPA
5.DIFERITI BENEFICIARI	inspet
5.DIFERITI BENEFICIARI	Invest Gen Constr
5.DIFERITI BENEFICIARI	Izocond
5.DIFERITI BENEFICIARI	KEYBOARD S.R.L Relocare cond.Conpet
5.DIFERITI BENEFICIARI	kraftanlagen
5.DIFERITI BENEFICIARI	KRANZ canalizare
5.DIFERITI BENEFICIARI	kremsmueller
5.DIFERITI BENEFICIARI	MATEI - TURCI PITESTI
5.DIFERITI BENEFICIARI	MENADA
5.DIFERITI BENEFICIARI	Moldocor
5.DIFERITI BENEFICIARI	montubing
5.DIFERITI BENEFICIARI	peco Belejoi 2 (Heveco)
5.DIFERITI BENEFICIARI	peco Blejoi Calisto
5.DIFERITI BENEFICIARI	Petroconst
5.DIFERITI BENEFICIARI	PIZZAROTTI
5.DIFERITI BENEFICIARI	pragosa
5.DIFERITI BENEFICIARI	PRICONS Braila alimentare cu apa
5.DIFERITI BENEFICIARI	PRIMARIA CRISTESTI
5.DIFERITI BENEFICIARI	Primaria GRECI jud. Mehedinti
5.DIFERITI BENEFICIARI	Primaria ISACCEA
5.DIFERITI BENEFICIARI	PRIMARIA PLOIESTI Retele termice_termen depunere 20.01.2026
5.DIFERITI BENEFICIARI	probe de presiune
5.DIFERITI BENEFICIARI	PROTELCO DN2-A2 - Transgaz
5.DIFERITI BENEFICIARI	Reparatie GARD
5.DIFERITI BENEFICIARI	revicond
5.DIFERITI BENEFICIARI	ROMOIL
5.DIFERITI BENEFICIARI	Rompetrol
5.DIFERITI BENEFICIARI	sander
5.DIFERITI BENEFICIARI	SORCHIV
5.DIFERITI BENEFICIARI	stan silviu raffles sonda 1 bainet
5.DIFERITI BENEFICIARI	TATI (trans ar trust instalatii)
5.DIFERITI BENEFICIARI	TELPROD
5.DIFERITI BENEFICIARI	Total Gaz asociere licitatie Transgaz 17.12.2020
5.DIFERITI BENEFICIARI	Universitatea de Medicină, Farmacie, Științe și Tehnologie „George Emil Palade din Târgu Mureș
